ticket_id,title,category_reported,domain,priority,severity,status,created_at,resolved_at,description,symptoms,impact,service_component,environment,technology_stack,root_cause,resolution_steps,runbook_available,runbook_used,manual_intervention,true_category,predicted_category,confidence_score,resolution_time_minutes
INC-1608,Implement mTLS across service mesh,Improvement / Task,Network / Connectivity Issues,P2,Low,Closed,2025-11-19 06:05:00,2025-11-19 23:05:00,Security audit found internal service-to-service traffic is unencrypted. mTLS needs to be enforced.,Security audit found internal service-to-service traffic unencrypted.,Risk of lateral movement if network is compromised.,Load Balancer,Production,Istio,"Istio mTLS set to PERMISSIVE mode, never enforced.",1. Gradually enabled STRICT mTLS per namespace. 2. Fixed services failing handshake. 3. Enforced globally.,False,False,False,Improvement / Task,Improvement / Task,0.73,1020
INC-1609,Deadlock errors in transaction logs,Bug,Database Issues,P2,High,Resolved,2025-11-26 19:05:00,2025-11-27 06:05:00,Intermittent deadlock exceptions in order processing every 2 hours. Please look into this.,Intermittent deadlock exceptions in order processing service every ~2 hours.,Approximately 0.5% of orders failing and requiring manual retry.,Inventory DB,Production,"MongoDB, Python",Two services acquiring locks on orders and inventory tables in opposite order.,1. Identified lock order from pg_locks. 2. Standardised lock acquisition order. 3. Deployed.,False,False,False,Bug,Bug,0.94,660
INC-1610,Rare data inconsistency,Incident,Misc / Edge / New Issues,P2,High,Resolved,2025-09-06 11:25:00,2025-09-08 18:25:00,FYI - Single record showing duplicate entry in user-facing table. Any ideas?,Single record showing duplicate entry in user-facing table. Cannot reproduce consistently.,Data integrity concern for one customer record.,Webhook Handler,Production,React,Race condition in concurrent write path under very specific timing.,1. Fixed duplicate manually. 2. Added unique constraint. 3. Reviewed concurrent write paths.,False,False,True,Incident,Incident,0.92,3300
INC-1611,TLS certificate expired,Incident,Network / Connectivity Issues,P2,High,Resolved,2025-09-30 15:48:00,2025-10-02 10:48:00,"CRITICAL: Browser showing certificate error, all HTTPS traffic failing.",Browser showing certificate error on main domain. API clients failing SSL handshake.,"All external traffic failing, complete customer-facing outage.",CoreDNS,Production,Kubernetes,cert-manager failed to renew certificate due to DNS challenge timeout.,1. Manually renewed via Let's Encrypt. 2. Fixed DNS challenge config. 3. Verified cert-manager auto-renew.,True,False,True,Incident,Incident,0.83,2580
INC-1612,Role misconfiguration,Bug,Authentication / Authorization Issues,P2,Medium,Closed,2026-01-26 23:25:00,2026-01-28 15:25:00,FYI - Admin users getting 403 Forbidden on billing portal.,Admin users getting 403 Forbidden on billing portal. Role shown as correct in DB.,Finance team blocked from critical workflows.,Session Store,Production,Keycloak,Accidental deletion of role-to-permission mapping during migration cleanup script.,1. Restored mapping from DB backup. 2. Cleared permission cache. 3. Verified admin access.,True,True,True,Bug,Bug,0.96,2400
INC-1613,SSO login loop,Incident,Authentication / Authorization Issues,P2,High,Closed,2025-08-20 10:17:00,2025-08-24 03:17:00,Users redirected in infinite loop between app and SSO provider.,Users redirected in infinite loop between app and SSO provider. Never lands on dashboard.,"All SSO-based logins broken, affecting 80% of user base.",SSO Gateway,Production,"LDAP, Active Directory",Redirect URI mismatch after domain change not updated in SSO provider config.,1. Updated redirect URI in Keycloak. 2. Cleared browser cookies. 3. Verified login flow.,False,False,True,Incident,Incident,0.9,5340
INC-1614,Autovacuum not keeping up,Incident,Database Issues,P3,Medium,Resolved,2025-11-12 14:08:00,2025-11-13 19:08:00,"FYI - Table bloat increasing, query times gradually degrading. Any ideas?","Table bloat increasing, query times gradually degrading over 2 weeks.",Slow degradation of query performance across reporting module.,Reporting DB,Production,"MongoDB, Python",Autovacuum cost delay too high for write-heavy reporting table.,1. Ran manual VACUUM ANALYZE. 2. Tuned autovacuum_cost_delay. 3. Monitored bloat.,False,False,True,Incident,Incident,0.74,1740
INC-1615,Set up cluster autoscaler,Incident,Infrastructure / Cloud Issues,P2,Medium,Closed,2025-12-29 07:14:00,2026-01-02 17:14:00,Tech debt item: During peak traffic pods go pending due to insufficient capacity. Manual scaling is causing too much toil.,"During peak traffic, pods pending due to insufficient node capacity.","Manual scaling required during traffic spikes, causing toil.",EC2 Fleet,Production,"Terraform, AWS","Cluster autoscaler not configured, capacity managed entirely manually.",1. Installed cluster-autoscaler helm chart. 2. Set min/max node counts. 3. Load tested.,True,True,False,Improvement / Task,Incident,0.61,6360
INC-1616,Docker image build failing,Incident,CI/CD & Deployment Issues,P2,Medium,Closed,2025-11-30 05:31:00,2025-11-30 09:31:00,FYI - CI failing at docker build with package not found error. Any ideas?,CI failing at docker build step: 'package not found'. Worked in local builds.,All deployments blocked for 3 services sharing this base image.,CI/CD Pipeline,Production,"Kubernetes, Helm",Upstream Alpine package repository changed package name in new version.,1. Pinned base image to specific digest. 2. Updated package name. 3. Rebuilt.,False,False,True,Incident,Incident,0.78,240
INC-1617,High CPU on worker nodes,Incident,Infrastructure / Cloud Issues,P3,Medium,Resolved,2026-01-16 20:02:00,2026-01-18 15:02:00,"Getting complaints that Node CPU at 95%+, multiple pods throttled.",Node CPU at 95%+. Multiple pods throttled causing cascading slowdowns.,"System-wide latency spike, 3 services degraded simultaneously.",ELK Stack,Staging,"Kubernetes, Docker",Runaway Celery task consuming CPU due to infinite retry loop on bad message.,1. Identified task with top. 2. Purged queue. 3. Added max_retries to task config.,False,False,True,Incident,Incident,0.79,2580
INC-1618,Implement mTLS across service mesh,Improvement / Task,Network / Connectivity Issues,P3,Low,Closed,2025-09-15 23:20:00,2025-09-19 19:20:00,"Hey team, Security audit found internal service-to-service traffic is unencrypted. mTLS needs to be enforced.",Security audit found internal service-to-service traffic unencrypted.,Risk of lateral movement if network is compromised.,Load Balancer,Production,"WireGuard, Linux","Istio mTLS set to PERMISSIVE mode, never enforced.",1. Gradually enabled STRICT mTLS per namespace. 2. Fixed services failing handshake. 3. Enforced globally.,True,True,False,Improvement / Task,Improvement / Task,0.85,5520
INC-1619,Pod crash looping,Incident,Infrastructure / Cloud Issues,P3,Low,Resolved,2025-10-20 18:35:00,2025-10-21 05:35:00,"Payment service pods in CrashLoopBackOff, restarting every 30s. Affecting multiple users.",CrashLoopBackOff on payment-service pods. Restarts every 30 seconds.,"Payment service fully down, all transactions failing.",EC2 Fleet,Production,"Kubernetes, Docker",Missing environment variable after config map was accidentally deleted.,1. Checked pod logs. 2. Restored config map from git. 3. Pods stabilised.,True,False,True,Incident,Incident,0.73,660
INC-1620,Token expiration issue,Incident,Authentication / Authorization Issues,P2,Medium,Resolved,2025-10-20 11:41:00,2025-10-22 11:41:00,CRITICAL: Users getting randomly logged out mid-session.,Users getting randomly logged out mid-session. JWT validation failing for valid tokens.,"All users affected, session stability broken platform-wide.",API Gateway,Production,"Redis, Node.js",JWT signing key rotation job ran but new key not propagated to all auth pods.,1. Identified key mismatch in logs. 2. Restarted auth pods with correct key. 3. Forced re-login.,False,False,False,Incident,Incident,0.75,2880
INC-1621,Background job not running,Bug,Application / Backend Issues,P3,Low,Resolved,2025-09-23 13:42:00,2025-09-24 14:42:00,Nightly report emails not being sent.,Nightly report emails not sent. Celery beat logs show task queued but never picked up.,Finance team missing daily summary reports.,Reporting Job,Production,"Python, FastAPI",Redis connection pool exhausted; beat scheduler silently skipping tasks.,1. Restarted Redis. 2. Increased max connections. 3. Added alerting on queue depth.,False,False,False,Bug,Bug,0.98,1500
INC-1622,Grafana dashboard showing no data,Bug,Monitoring / Alert Noise,P2,High,Closed,2025-11-29 07:23:00,2025-12-01 16:23:00,All Grafana panels showing No Data despite metrics being present.,All panels in production dashboard showing No Data. Metrics visible in Prometheus UI.,Operations team blind to production health.,PagerDuty,Production,OpenTelemetry,Grafana datasource URL changed after Prometheus pod rescheduled to new IP.,1. Updated datasource URL to use service DNS instead of pod IP. 2. Verified panels.,False,False,False,Bug,Bug,0.92,3420
INC-1623,Intermittent packet loss,Bug,Network / Connectivity Issues,P1,High,Resolved,2025-12-13 21:09:00,2025-12-15 09:09:00,"Urgent: 2-5% ping loss between nodes, TCP retransmits elevated.",Ping loss between nodes 2-5% intermittently. TCP retransmits elevated.,"Degraded performance for all real-time features, chat and notifications affected.",Load Balancer,Production,"WireGuard, Linux",Faulty NIC on one hypervisor host causing CRC errors.,1. Identified host with mtr. 2. Migrated VMs. 3. Raised ticket with data centre.,True,True,False,Bug,Bug,0.8,2160
INC-1624,Service unreachable,Bug,Network / Connectivity Issues,P2,High,Closed,2026-01-18 21:42:00,2026-01-21 02:42:00,"Auth service cannot reach User service, connection refused.",Auth service cannot reach User service. Connection refused on port 8080.,Login broken for all users.,API Gateway,Production,Cloudflare,NetworkPolicy accidentally blocking inter-service traffic after namespace migration.,1. Identified with kubectl describe netpol. 2. Reverted policy YAML. 3. Verified connectivity.,False,False,False,Bug,Bug,0.98,3180
INC-1625,Background job not running,Bug,Application / Backend Issues,P2,Medium,Resolved,2025-08-31 13:34:00,2025-09-02 13:34:00,"Hey team, Nightly report emails not being sent.",Nightly report emails not sent. Celery beat logs show task queued but never picked up.,Finance team missing daily summary reports.,Frontend Webapp,Production,"Python, Django",Redis connection pool exhausted; beat scheduler silently skipping tasks.,1. Restarted Redis. 2. Increased max connections. 3. Added alerting on queue depth.,False,False,True,Bug,Bug,0.79,2880
INC-1626,Timeouts on Dashboard,Bug,Application / Backend Issues,P2,High,Closed,2025-10-01 06:46:00,2025-10-06 06:46:00,Dashboard takes 30+ seconds to load and then times out. Please look into this.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Reporting Job,Production,"Python, Django",Inefficient data aggregation logic causing N+1 database queries.,1. Temporarily disabled heavy widget. 2. Restarted API pods. 3. Optimised query with JOIN.,True,True,False,Bug,Bug,0.79,7200
INC-1627,Timeouts on Dashboard,Incident,Application / Backend Issues,P3,Low,Resolved,2025-11-09 12:04:00,2025-11-11 22:04:00,Customer reported: Dashboard takes 30+ seconds to load and then times out.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Checkout Service,Production,"Python, FastAPI",Inefficient data aggregation logic causing N+1 database queries.,1. Temporarily disabled heavy widget. 2. Restarted API pods. 3. Optimised query with JOIN.,False,False,True,Incident,Incident,0.74,3480
INC-1628,Disk full on logging server,Incident,Infrastructure / Cloud Issues,P3,Medium,Resolved,2025-08-28 19:38:00,2025-08-31 14:38:00,"Unable to write logs, getting No Space Left on Device. Please look into this.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",Kubernetes Cluster,Production,"Elasticsearch, Linux",Log rotation cron job failed silently due to permission change after OS upgrade.,1. Manually deleted old indices. 2. Fixed cron permissions. 3. Set up disk usage alert.,False,False,False,Incident,Incident,0.76,4020
INC-1629,Duplicate alerts firing,Bug,Monitoring / Alert Noise,P3,Medium,Resolved,2026-01-21 07:41:00,2026-01-23 16:41:00,"Hey team, Receiving 50+ PagerDuty pages for the same event within 2 minutes.",Receiving 50+ PagerDuty pages for the same CPU spike event within 2 minutes.,"On-call engineer overwhelmed, real alerts buried in noise.",Grafana,Staging,ELK Stack,Alertmanager group_wait and group_interval misconfigured after config refactor.,1. Updated group_wait=30s and group_interval=5m. 2. Reloaded config. 3. Tested with firing rule.,False,False,True,Bug,Bug,0.89,3420
INC-1630,Tune alert thresholds to reduce noise,Improvement / Task,Monitoring / Alert Noise,P3,Medium,Resolved,2025-12-24 22:48:00,2025-12-25 09:48:00,"Action item from last retro: On-call team receiving 30+ alerts per night, most not actionable. Need to tune thresholds.","On-call team receiving 30+ alerts per night, most not actionable.",Alert fatigue leading to delayed response on real incidents.,Datadog,Production,"Grafana, Loki","Alert thresholds set conservatively during initial setup, never revisited.",1. Analysed 30-day alert history. 2. Tuned thresholds per service SLA. 3. Reduced nightly alerts by 70%.,True,True,False,Improvement / Task,Improvement / Task,0.79,660
